Page Visits	Submissions	Comments Received	Comments Given	Journals	Favs
2917	24	206	184	4	457
3867	229	521	408	9	996
295	1	41	41	1	47
84	0	12	1	0	0
1633	0	257	450	3	0
4745	2	98	18	0	5
1968	22	375	466	1	65
3253	95	1244	1717	10	692
5149	91	1021	912	6	773
4909	275	1744	2310	11	1396	
5011	30	306	150	1	691
190	0	0	1	0	7
10386	289	1267	1342	16	3660
102	0	12	4	0	0
5182	124	1413	2159	16	556
48	0	9	5	0	0
8732	92	2406	3784	31	668
193	0	50	25	0	21
96	0	1	4	0	0
3870	65	1447	1924	126	348
6835	261	1783	1778	5	1342
2467	69	857	1890	1	177
1913	124	231	209	5	491
2596	43	1686	1688	58	162
1966	0	223	274	3	372
3039	0	293	388	0	1087
9925	170	1388	1150	45	4070
1304	154	270	117	4	311
3162	0	327	400	1	585
501	0	134	258	3	0
159	2	35	4	1	0
158	4	57	131	1	7
79	0	12	0	0	0
171	19	13	22	1	24
2143	8	98	16	5	390
226	1	14	11	0	2
1554	95	516	610	34	518
51	0	3	1	0	0
4770	17	476	580	19	281
21	0	2	0	0	0
9	0	0	0	0	0
2679	48	1329	2459	1	359
1694	15	133	120	1	87
91	36	59	31	2	44
12436	174	4432	3721	179	1619
212	1	16	84	0	7
54	2	8	4	0	1
1937	33	355	300	15	340
4351	2	843	1385	12	111
11492	179	899	578	24	3652
123	0	29	28	0	1
3239	41	606	579	6	639
3102	57	1125	1063	99	170
56	0	5	1	0	0
738	0	45	14	0	0
346	0	59	77	2	16
5864	58	424	289	0	1746	
12539	33	1344	1725	20	1840
779	19	53	33	1	360	
39	1	2	1	0	0
2527	42	334	283	26	201
2321	30	459	503	4	304
8302	590	2574	1784	173	3929
1768	44	482	492	34	178
952	8	128	151	1	67
485	2	107	124	3	6
508	5	150	143	2	37
1857	22	131	312	0	402
604	0	47	35	0	0
11086	334	4120	3935	439	2262
3936	10	240	232	2	137
11644	72	6323	13478	6	690
4644	18	506	500	0	1226
2931	51	1961	2813	53	113
5416	28	755	452	20	82
77	0	9	8	0	0
754	46	204	241	23	30
6133	6	2584	4074	11	67
14285	187	14357	30460	148	4643
393	45	228	294	2	86
14	0	0	0	0	0
765	21	171	123	0	52
141	8	25	15	1	40
333	1	15	11	0	9
1176	79	223	417	20	587	
11	0	0	0	0	0
408	5	31	6	0	11
1310	1	111	123	3	89
4104	85	361	243	0	2983
3604	93	1322	1183	4	576
12015	5	589	344	3	849
2417	73	575	943	20	267
382	0	37	56	0	0
384	34	32	8	0	60
4487	703	3247	3700	331	2634
7484	0	341	916	1	1231
1172	7	76	63	1	64
4540	194	1216	1127	73	2577
282	0	36	1	0	0
207	49	51	51	3	113
660	0	45	172	5	0
15887	195	4001	4086	21	2288	
167	3	16	12	0	1
751	1	407	638	0	1
1818	61	89	68	6	281
302	0	62	94	1	5
124	0	16	1	0	0
2245	21	618	1016	28	105
1778	36	252	333	11	16
977	9	94	99	1	29
296	0	23	3	0	0
5411	36	379	148	0	261
1005	14	24	1	0	211
185	0	14	0	0	0
505	0	62	11	2	22
5223	72	1832	2069	35	1252
12151	30	2359	3825	61	644
5247	119	833	668	43	778
518	0	29	1	0	0
646	23	152	228	1	47
93	0	17	0	0	0
1507	9	440	574	8	248
1995	16	115	80	2	488
2989	13	2801	5010	17	83
123	0	5	0	0	0
1383	111	299	342	3	548
3572	25	1519	1937	57	264
89	0	19	0	0	0
6675	149	379	184	2	2110
2522	113	458	388	7	935
1129	9	69	21	0	56
7287	447	2041	1413	19	2118
473	15	25	28	0	123
1072	0	94	1	0	0
469	30	26	44	1	42
799	30	73	69	2	78
4354	48	394	949	28	245
305	0	8	0	0	0
3933	39	1478	1874	58	150
31660	227	7458	9722	263	7691
1424	13	156	120	0	74
3191	8	314	341	0	83
47321	73	7869	3694	561	15130
823	7	143	176	0	10
281	3	15	6	0	39
9708	80	400	342	4	2746
4076	29	349	235	14	1155
7	0	0	0	0	0
3847	0	332	508	0	0
16106	491	2918	2535	126	12850
54	0	4	2	0	0
149	0	41	33	0	0
3301	23	169	475	1	278
163	15	63	52	3	6
102	0	22	5	1	0
20062	186	10227	11880	225	2052
1399	16	141	169	6	41
139	0	14	4	0	0
4124	13	657	2673	10	170
20	0	0	0	0	0
12608	164	1215	983	12	5094
9965	14	824	615	20	2102
14183	83	1112	1024	34	3246
2101	45	978	1200	10	304		
296	26	89	91	1	22
29	0	8	7	0	0
1176	53	96	123	0	223
3362	5	104	12	2	565
237	30	8	4	2	90
860	5	139	100	0	184
3408	47	599	770	4	356
9597	537	2291	2166	123	4413
496	14	39	57	0	43
2584	60	449	494	0	165
9771	190	730	460	1	1853
901	0	54	102	0	47
2773	52	915	1180	2	430
1417	56	73	53	2	515
260	3	27	28	0	1
5759	291	879	641	28	1063
759	0	115	5	0	0
8316	28	1180	1790	9	380
743	0	1	23	5	0
534	25	50	44	6	74
457	14	14	4	0	113
5026	44	1089	2749	20	342
251	1	89	104	0	10
23438	1	1183	185	9	12
1096	5	64	96	2	258
477	17	32	25	12	18
630	25	124	106	7	37
2655	20	27	7	2	184
247	9	119	90	10	46
320	23	64	91	0	36
1540	0	14	4	1	0
1118	40	174	335	1	220
458	17	111	116	1	35
1447	99	265	275	2	419
80398	317	8693	8583	128	55629
456	10	56	32	0	63
6482	111	571	257	7	2284
2971	11	433	84	60	60
60	0	6	15	0	0
832	1	160	165	0	2
5459	17	293	154	0	858
4511	54	537	622	2	635
230	0	26	7	0	0
2165	35	811	933	18	129
115	1	3	3	0	0
8	0	1	1	0	0
169	3	47	58	0	11
76	1	9	3	0	1		
1519	39	644	532	33	125
2129	175	242	362	11	243
753	0	168	182	0	0
6752	88	331	311	33	1003
43	2	4	8	0	6
599	12	67	83	12	35
336	0	44	25	2	79
751	23	150	125	11	78
1509	2	730	715	13	5
7540	259	682	448	6	6246
41	1	5	4	0	0
95932	352	10935	10277	21	28815
888	2	75	22	0	0
5426	0	1081	1295	1	857
958	23	137	155	10	14
1111	28	218	200	9	115
158	0	18	0	0	0
1261	95	133	51	0	742
2795	56	310	266	22	789
162	0	59	44	8	0
932	11	282	261	1	50
5138	95	137	20	8	1523
8479	477	1533	1241	1	6091
1421	2	864	1107	1	34
1240	2	153	86	0	10
579	0	112	128	0	0
989	3	177	206	1	67
1557	13	507	925	5	10
15692	239	4987	6222	181	2355
3974	80	637	726	2	1923
1005	27	143	219	3	159
138	0	15	16	0	0
24003	403	1877	882	1	9364
10	0	0	0	0	0
907	7	186	293	10	10
3776	223	562	459	37	890
375	31	50	76	0	71
2667	43	994	1084	18	307
148	22	14	13	1	38
532	0	42	48	0	78
561	1	123	152	1	97
21712	276	4495	5640	28	10859
8524	229	1897	1528	67	2195
136	14	18	17	4	7
1867	121	252	264	28	251
1740	105	666	994	24	196
17373	0	3336	2729	0	7491
653	3	150	106	0	5
25194	118	6394	4389	1	5485
5667	392	1955	1049	36	2050
196	0	2	3	0	0
271	0	42	22	0	0
281	0	63	7	0	0
140	0	36	0	0	0
1407	10	42	18	1	10
344	9	54	45	0	5
517	2	99	187	1	1
2856	76	526	1327	21	111
3547	94	1360	1299	51	278
2986	7	24	64	0	154
1038	0	575	129	1	19
3385	18	403	571	25	105
25008	455	9900	6226	97	17611
5156	120	2203	2177	42	410
9916	293	926	563	21	4273
1681	24	146	217	0	332
6078	8	164	182	9	181
2645	52	225	167	6	2316
167	7	29	53	3	3
4502	2	324	46	47	15
624	24	35	21	0	66
574	6	32	14	0	15
633	6	155	568	0	9
505	7	72	119	0	44
44	0	2	0	0	0
11093	190	1084	489	77	2851
2210	37	675	1422	28	293
1165	25	208	309	3	100
167	9	54	53	1	9
2213	35	384	275	5	145
299	0	59	163	0	7
1258	59	85	65	5	149
3500	55	233	123	2	1544
843	0	35	15	0	0
7	0	0	0	0	0
1071	115	157	195	29	119
37	0	5	5	0	0
885	21	54	70	0	119
3366	6	691	1260	0	12
6356	27	161	77	4	2647
17058	6	2852	3504	0	204
1099	95	63	52	2	241
4440	26	525	777	1	363
8	0	0	0	0	0
1694	0	67	74	0	8
516	1	34	8	0	1
4149	78	448	470	25	175
860	51	119	135	3	353
188	1	11	16	0	1
9756	71	661	857	18	1015
108	0	11	16	0	0
1426	25	281	428	1	225
9638	413	4223	5048	149	1611
3620	5	629	1580	9	82
3841	18	695	611	3	113
1951	0	331	8	0	0
487	17	132	59	0	10
221	19	15	10	1	123
1168	0	146	290	0	0
479	13	48	42	0	9
7001	40	2164	3598	39	311
5301	34	631	658	17	224
209	0	25	23	0	39
4372	39	172	220	30	52
5465	219	301	430	16	2395
2991	218	400	366	12	585
4851	35	435	284	5	954
5747	4	218	61	11	17
459	16	44	4	0	71
492	3	101	54	0	12
17	0	2	0	0	0
131	0	73	91	0	0
17717	103	14695	21517	686	659
15067	113	902	441	1	9805
13948	0	452	170	50	0
4088	5	165	71	3	16
3524	0	77	9	3	0
219	8	9	7	0	84
3146	16	65	31	4	208
4238	65	487	287	7	1422
42	0	1	0	0	0
6619	0	440	67	36	0
842	4	38	14	7	3
320	10	72	102	15	5	
6909	1	137	13	3	0
4891	4	481	214	37	38
663	51	221	297	17	32
9307	0	321	96	1	138
1779	44	200	212	11	46
658	0	105	20	0	0
2994	0	79	20	0	0
37	0	0	0	0	0
253	0	19	17	0	0
53484	11	772	15	6	945
918	0	98	2	0	0
427	0	14	11	0	0
476	16	32	17	0	97
7956	441	1079	1596	162	1663
1560	8	161	237	0	107
154	0	35	0	0	0
1050	21	151	169	2	76
4775	55	858	553	6	279
4696	0	53	0	0	0
2161	0	236	338	0	184
7831	64	1588	3453	20	794
973	3	141	236	6	23
481	0	82	20	0	0
16905	362	3534	591	229	807
477	13	48	25	1	120
7096	77	333	134	0	3408
7330	56	1097	1069	14	701
92	0	13	13	1	6
21009	487	3214	1100	166	5684
601	0	11	0	0	0
525	50	54	67	17	75
886	16	395	297	4	46
43	0	1	1	0	0
130	0	19	0	0	0
1489	46	429	1163	21	29
116	0	24	0	0	0
228	2	36	1	1	0
28794	71	2175	1338	205	350
788	8	160	136	17	17
1870	6	134	168	7	14
6466	49	982	1771	17	705
1426	44	304	365	18	196
930	4	206	233	1	28
2072	48	306	204	4	715
523	2	65	19	4	41
8024	20	1344	2151	2	808
4804	2	893	1036	3	5
1248	12	33	13	0	100
4207	59	267	547	4	436
6436	0	1954	679	0	0
143	2	55	90	5	2
2605	18	116	37	36	73
172	18	67	72	0	28
120	3	15	14	0	9
3525	1	408	404	18	327
6	0	0	0	0	0
506	3	44	28	0	5
179	1	8	11	3	3
1521	16	454	460	2	14
274	2	30	42	0	5
728	1	238	313	1	2
15267	393	1255	735	0	6003
832	47	111	82	10	471
1241	104	155	133	26	513
471	11	8	1	0	128
319	0	46	30	1	0
1446	32	415	804	9	83
3838	15	210	252	0	1043
90	0	0	0	0	0
126	0	6	2	0	0
218	2	26	24	0	7
1095	14	311	336	1	38
558	84	84	115	12	108
1276	144	756	710	31	277
65	0	17	21	0	0
3791	0	699	851	51	422
2655	347	634	773	18	1272
6494	165	3817	3902	4	2632
231	23	27	55	5	26
1277	15	144	191	10	168
2257	34	228	209	4	93
8979	162	982	1083	4	1866
6837	100	742	1242	10	2507
839	13	131	135	9	28
365	0	96	1	0	0
627	12	60	47	0	250
4320	25	146	63	0	1609
354	3	67	43	0	111
716	0	202	173	0	0
1557	13	282	370	10	100
342	0	51	35	0	0
1045	43	136	226	6	364
1889	32	365	281	4	143
3489	68	808	805	35	432
1240	57	463	451	32	52
52	0	6	5	0	0
1438	4	174	240	0	48
241	1	9	7	0	1
973	19	58	28	0	199
9828	158	2355	2073	81	757
2232	0	131	101	0	346
19	0	1	0	0	0
7	0	1	0	0	0
5012	197	1370	836	11	628
13326	599	6750	8506	125	1976
22189	170	7961	10910	139	5366
389	0	133	239	6	0
289	0	47	34	0	30
12853	192	5628	3448	11	7978
4132	41	2149	4969	86	115
17	0	1	0	0	0
17108	117	932	370	89	2584
7	0	0	0	0	0
197	0	29	5	0	0
11	0	0	0	0	0
558	0	78	11	0	0
1074	4	126	212	0	34
516	0	17	9	6	0
22886	102	7780	13496	128	2137
589	0	217	282	0	54
640	6	117	70	16	9
1221	73	185	173	15	110
2854	245	419	303	19	3096
999	19	74	181	1	324
121	2	22	16	2	2
114	0	9	6	0	0
4735	114	740	697	2	1252
1842	15	589	1103	1	25
1933	2	100	129	11	26
1494	149	378	535	12	399
121	0	53	80	0	0
2135	112	442	447	20	1023
152	0	23	0	0	0
2924	0	31	57	0	0
1083	160	187	292	4	211
1800	16	467	793	4	33
1237	41	152	139	0	181
320	1	43	130	0	0
466	3	71	57	8	7
359	24	88	123	6	60
123	8	43	60	1	4
3671	170	1135	1081	71	532
448	47	43	64	2	55		
242	8	114	127	2	14
8254	119	1375	1326	16	2129
19	0	1	1	0	0
1609	29	102	56	0	776
982	10	170	258	1	22
70	0	8	0	0	0
98	0	7	0	0	0
4	0	0	0	0	0
525	36	69	88	0	131
117	0	33	0	0	0
5522	0	851	756	0	816
25929	413	7021	6587	523	6307
238	23	26	43	3	35
6656	35	1525	1775	38	177
403	24	77	11	0	45
1225	3	470	614	0	61
135	2	13	18	1	4
203	1	11	31	0	1
88	0	24	39	0	0
5860	1	398	385	1	49
93	4	8	8	0	7
445	0	117	50	0	4
124	0	8	1	0	0
1670	0	386	612	0	0
1956	26	168	177	1	444
68	0	6	2	0	0
623	9	64	52	37	19
10036	41	721	1453	145	181
843	0	57	5	0	0
4591	33	261	157	11	1203
6732	60	1663	2895	92	488
158	4	47	54	15	15
556	2	50	58	0	2
140	133	23	13	4	37
4844	132	721	645	13	764
2302	29	199	103	0	35
10484	77	2122	4555	68	1199
303	9	25	9	0	15	
821	72	169	129	7	136
232	17	46	67	5	39
106	15	20	42	2	20	
453	0	62	7	0	0
560	0	36	8	0	0
4863	103	1681	2115	38	1144
3202	32	138	125	0	614
3955	7	1210	1160	1	454
67	1	17	13	0	0
43	1	9	14	0	0
265	11	11	0	1	110
1912	130	439	168	66	480
2532	23	86	153	4	266
1118	73	189	120	11	352
1727	28	277	331	1	40
399	34	61	65	0	197
955	23	139	272	3	98
3755	72	763	1240	4	909
4909	96	238	161	15	440
2568	55	134	43	3	565
5850	22	133	34	1	2075	
1829	51	132	64	3	749
2895	28	1589	1282	21	1590
30010	56	4164	5830	0	1904
896	0	94	111	0	0
2461	42	648	943	0	423
15055	230	1920	2465	1	3801
956	70	285	346	13	73
2536	130	910	169	15	530
253	13	79	124	3	16
256	26	37	25	0	67
17271	98	9220	9891	51	2794
24265	539	11378	18222	313	4456
9882	68	972	749	23	2610
102	0	39	102	0	0
25	0	4	0	0	0
34	0	3	0	0	0
1317	74	262	196	2	147
240	0	236	195	73	12
4304	0	369	448	0	310
112	4	3	1	0	6
3648	14	1272	1948	2	545
240	0	39	142	0	0
74	0	10	2	0	0
9488	55	3084	6965	63	726
2063	37	91	45	0	885
715	0	112	203	1	0
575	0	87	91	0	0
304	7	59	129	0	24
45	0	3	8	0	0
5619	70	1068	1459	0	1374
361	1	109	140	0	5
30910	134	1655	1084	4	7258
878	3	73	23	0	17
1517	0	43	36	1	0
2597	0	556	879	0	100
5153	35	289	500	7	359
37096	397	4492	2455	187	13349
32	0	5	15	0	0
2098	0	151	48	1	0
10167	48	675	774	43	836
2704	73	230	248	6	603
4049	4	444	913	10	115
35866	541	7144	8040	251	17712
5218	17	2358	6061	28	142
41667	336	3229	1560	55	16757
761	0	232	234	0	3
1218	0	61	67	1	0
507	7	15	6	0	175
7653	86	140	44	23	2755
1853	16	411	698	43	33
76200	496	9489	5780	87	29628
6700	0	428	377	21	507
65047	818	7388	6623	177	20732
287	1	25	23	0	1
12	0	0	4	0	0
8233	99	697	568	23	2187
566	1	221	221	15	18
93	0	5	3	0	0
466	0	90	18	0	0
13173	27	3744	3082	18	2542
26796	235	4217	3958	61	6821		
5802	297	1253	1301	84	2841
1000	29	81	51	1	263
264	0	42	35	0	8
691	0	52	25	1	0
352	26	61	44	2	62
1297	0	228	181	1	0
600	10	65	10	0	39
94	1	12	3	1	0
379	7	35	30	0	78
265	0	22	11	0	1
4420	4	107	101	2	154
1015	0	127	76	0	22
2050	39	321	361	3	186
83	1	7	6	0	1
659	0	82	7	0	0
1147	3	44	61	3	52
2318	8	203	144	4	667
4917	29	72	80	0	438
1275	8	121	189	0	250		
643	14	26	19	0	36
362	24	81	97	1	30
665	5	86	35	2	82
778	29	138	204	3	188
317	28	37	48	6	26
985	0	43	34	0	0
1091	20	247	194	54	169
1845	18	378	480	0	91
2725	96	742	597	34	599
209	0	49	116	1	0
6862	124	664	376	16	2656
27	0	1	0	0	0
933	0	15	2	0	0
222	0	92	156	0	0
80	5	7	15	0	0
1877	4	1176	1769	31	3
1447	0	347	76	0	48
51	0	6	11	0	0
329	4	30	14	0	18
1167	12	384	575	4	25
2874	0	339	460	3	295
23062	949	29460	29335	416	9246
6338	123	1350	880	72	1907
46	3	7	5	2	0
429	17	70	60	10	76
1553	32	289	193	6	873
741	78	365	329	42	240	
11661	80	815	374	30	5172
957	35	122	73	5	194
288	16	39	62	2	28
2566	71	590	771	42	208
17387	115	510	364	1	2927
659	41	122	90	2	175
9193	639	687	336	46	3155	
19	0	5	4	0	0
3142	58	174	51	17	461
3475	96	3121	5219	158	364	
2365	122	308	236	22	1662
1230	73	333	192	52	504
98	0	7	2	0	0
709	4	60	27	6	8
12926	59	132	32	3	2086
7169	48	2753	3385	142	334
708	40	120	86	6	267
608	17	68	61	0	95
19188	43	1841	452	3	5724
13180	330	5404	4161	110	6669
2121	169	102	140	73	318
6365	179	233	0	2	2915
2057	0	1648	1600	1	413
1206	25	224	260	0	60
1654	9	144	139	0	249
12881	539	2711	2939	155	5139
478	23	85	93	6	50
75075	866	6383	2290	44	39924
1022	27	114	157	9	31
614	0	114	133	0	189
4369	0	1081	1396	2	346
655	8	72	87	3	16
2391	80	214	509	0	192
143	7	26	15	0	14
248	0	44	0	0	0
1797	0	156	65	6	873
339	0	192	381	0	0
5333	164	1675	2490	135	295
712	0	26	19	0	0
1375	28	76	49	6	396
6965	1	1778	1074	1	2078
3752	120	205	113	32	1255
1112	31	154	194	18	86
117	1	7	2	1	17
333	0	70	45	0	46
258	11	28	4	1	7
278	2	27	30	1	10
3426	132	913	1205	50	483
9218	83	1156	1321	14	1849
4	0	0	0	0	0
148	0	14	0	0	0
443	6	97	37	0	7
8276	126	355	101	14	3757
3267	60	390	585	4	750
5265	169	767	696	6	1530
1065	0	602	743	0	332
123	11	24	18	0	109
857	12	409	881	12	6
2609	43	1815	2790	2	195
94	0	9	11	0	0
1013	2	97	135	5	20
2614	57	684	1056	2	750
4380	427	861	1084	87	452
1232	36	524	783	6	34
52	5	3	2	0	9
1873	6	401	179	3	129
3910	0	1611	2275	0	1197
4084	195	1632	1472	75	969
3130	556	819	816	47	1775
3536	15	200	453	5	340
7058	299	2713	5487	6	730
2300	63	459	272	7	441
1590	10	498	585	14	6
451	6	35	19	0	77
505	6	36	49	3	9
11086	0	2721	2442	1	985
3305	19	907	1098	1	177
305	8	41	3	0	128
58	9	4	4	0	5
338	0	25	18	0	0
4873	92	743	605	34	354
93	0	6	5	0	0
6950	48	398	247	0	821
101	2	4	1	0	2
5283	0	1131	1296	0	1887
5527	0	1690	2285	0	640
11	0	3	1	0	0
6014	187	1288	1415	68	1530
268	4	47	23	1	1
161	0	14	23	0	0
2997	71	480	598	41	573
13	0	0	0	0	0
73	0	4	0	0	0
2218	158	548	609	16	1414
32870	89	1978	2207	18	2658
7985	109	669	745	5	1305
1222	20	65	64	0	66
2378	33	94	135	6	331
8470	82	2190	2922	5	2852
4605	76	1232	1844	28	390
1442	51	345	414	73	186
1385	69	891	1181	115	129	
19388	0	384	0	0	0
351	6	91	58	3	39
44	6	9	5	0	23
10566	1	354	20	3	6
56	4	21	21	0	6
8052	1	2270	2109	2	1738
1520	36	159	173	6	219
3705	0	573	748	2	0
33970	48	1475	2212	17	4210
35	0	1	0	0	0
892	28	151	80	17	140
358	22	51	71	0	68
6095	5	233	437	0	162
2348	19	308	368	9	139
945	64	81	121	9	76
2947	25	158	56	1	172
36	0	0	1	0	0
5979	53	345	671	0	1102
858	0	141	136	3	0
15	2	3	2	0	5
5452	131	1189	1220	50	1052
79	0	8	11	0	0
685	0	14	8	1	0
45	0	3	0	0	0
2357	21	326	406	14	185
1573	124	532	664	78	154
5638	80	1775	3280	57	135
5745	35	356	625	0	2381
2079	68	421	519	3	428
23	1	2	1	0	2
37159	18	789	909	12	2792
2061	29	109	139	0	361
22807	158	2928	4919	70	5231
870	14	200	297	0	22
4830	27	4165	5118	74	577
40272	616	9749	9314	210	22961
2247	25	121	68	6	216
3	0	1	0	0	0
6115	132	438	610	16	567
399	146	111	47	9	62
971	3	28	46	0	28
839	43	309	364	8	183
16911	130	2011	1413	17	3238
731	0	195	72	0	0
34	0	1	0	0	0
4023	102	981	1539	35	862
508	22	112	28	0	12
3508	144	1123	1242	5	581
10865	442	2653	2198	53	2445
352	1	36	61	0	16
61840	390	5389	2232	127	25432
661	31	57	66	0	119
784	0	104	96	1	0
635	16	17	42	1	172
361	17	82	23	0	125
1748	35	119	89	7	483
2199	8	186	226	0	74
108	0	34	22	0	0
232	1	42	56	0	8
5605	328	1623	2289	126	2451
8469	61	475	652	1	1031
2994	16	882	937	22	445
896	41	213	310	27	121
46	1	6	1	0	1
3293	13	278	202	1	673
12833	99	1883	2221	13	3126
447	0	46	71	0	81
1294	0	194	248	2	0
278	3	8	5	0	18
4556	142	866	884	59	733
8872	176	2628	2202	22	7375
451	60	62	61	5	161
1538	17	286	105	4	23
1113	0	46	21	0	0
3316	2	548	1069	0	397
204	31	75	33	0	65
1140	1	392	493	3	3
10744	130	1593	3539	174	1824
21212	580	3048	2151	51	10693
270	0	61	61	0	0
1338	39	148	218	11	498	
1644	52	94	51	3	541
306	9	50	44	1	26
7068	18	321	397	2	621
10779	58	780	576	2	1511
111	0	21	17	0	0
272	18	59	63	9	25
5382	42	792	1025	4	808
389	3	5	0	0	51
113	2	26	2	0	0
5582	84	736	530	5	1048
157	2	16	19	0	1
137	1	27	6	0	0
40	0	6	1	0	0
9901	49	649	955	2	2497
3240	20	998	1051	75	264
370	3	107	127	0	5
26	0	2	0	0	0
648	8	49	86	0	80
4741	48	1033	816	1	951
5472	70	128	37	3	640
212	14	46	19	2	25
21692	239	796	195	2	13369
1162	16	137	166	3	334
65	0	1	3	0	0
11	0	0	0	0	0
2499	0	213	70	0	0
1028	68	245	302	14	114
1785	18	52	24	0	66
4568	183	1038	1426	65	322
180	29	6	0	0	145
4234	35	350	411	12	413
14260	34	2146	2324	27	1465
1882	23	110	133	0	272
4411	55	279	42	0	2253
10660	105	982	1852	13	2689
7758	597	1889	2307	73	2378
136	4	14	6	0	13
1520	3	192	151	1	47
2801	108	409	385	138	1623
3501	9	82	26	1	380
4613	54	116	72	4	678
17	0	0	0	0	0
455	0	36	65	0	0
6038	88	1079	1396	38	408
1321	6	54	199	0	187
379	0	42	29	0	0
1380	28	437	698	11	337
51	0	6	5	0	0
90	1	5	5	0	6
4036	74	584	1020	4	281
1085	51	95	79	0	130
12261	21	3896	3448	6	2262
16853	19	2104	1373	17	2190
18776	52	633	148	12	1027
23	5	2	4	1	0
1793	154	394	413	11	841
1247	45	255	234	13	146
3446	39	204	82	40	457
279	2	23	8	0	19
4422	268	564	132	5	1583
43	2	1	1	1	4
5859	177	256	113	7	1887
88	5	7	10	1	48
87	3	7	7	0	4
33	24	4	5	0	21
45	0	6	0	0	0
2004	37	262	79	1	376
441	3	73	62	3	7
2667	14	231	327	11	114
5738	30	138	564	0	1027
1913	0	498	709	4	0
9416	87	962	1125	36	1650
2819	255	894	922	0	780
1874	3	503	634	18	7
757	17	155	208	33	18
3044	63	632	421	1	147
3811	54	86	204	10	1003
5358	50	336	211	7	1125
4444	145	882	808	0	452
231	10	20	33	1	32
15569	339	4865	2345	2	8359
2995	128	529	213	5	1449
3698	35	672	961	8	389
5164	40	1162	1441	22	1186
228	13	24	3	0	27
441	0	23	57	0	0
2511	40	557	908	5	169
3977	30	339	359	0	399
122	12	11	6	0	14
3859	78	668	1365	1	1032
3910	143	565	897	6	1609
18247	229	8031	8623	206	1313
23643	4	5154	3517	0	6741
107	0	3	2	0	0
1608	10	175	155	3	127
9	0	0	0	0	0
4803	0	1272	1854	0	9
99	7	19	14	0	5
471	2	62	40	4	7
1919	76	375	361	50	201
979	0	563	1433	2	0
31880	107	5260	5670	30	7489
5319	47	887	1203	5	875
488	3	81	108	2	8
381	21	140	248	6	53
5569	150	186	53	2	1044
10298	78	1366	2073	33	858
100	2	11	4	0	6
66	1	7	1	0	0
47	0	6	0	0	0
2115	17	473	620	6	46		
1087	23	40	13	2	201
5346	73	2106	1380	1	1205
1072	2	67	63	0	289
2083	156	341	460	1	577		
4179	15	434	255	0	191
69183	417	5909	9180	50	10157
5675	63	1103	1208	38	1295
11788	245	1902	1244	11	1879
711	7	84	38	2	11
50	0	12	0	0	0
16983	200	3534	4220	46	9272
34	0	6	5	0	0
176	0	13	3	0	2
2810	17	64	11	7	106
63524	193	10596	8288	17	17476
365	2	19	11	0	0
760	1	143	12	29	9
1055	8	127	36	0	121
616	0	101	86	0	0
25960	59	1721	2094	11	9093
8186	221	3667	5186	27	1005
20830	100	2556	1389	56	1954
179	0	28	6	0	0
15171	114	2843	1948	1	3494
2622	23	170	234	0	419
1144	152	277	324	83	98
265	0	20	13	0	0
81	0	7	9	0	0
810	11	143	83	0	32
406	0	107	131	0	12
1601	11	383	530	0	120
699	6	143	185	2	39
2336	0	1277	1927	8	0
5344	204	786	635	2	2233
7895	998	4020	3147	132	7819
718	0	281	297	12	101
696	86	145	359	3	166
232	23	48	37	1	18
5377	43	890	1180	19	127
168	2	208	273	1	1
1342	13	104	66	2	186
2144	76	434	403	1	245
3239	17	391	419	28	260
1842	137	295	508	7	626
386	1	47	39	0	1
138	0	18	0	0	0
22078	110	1202	279	7	6113
14982	118	476	246	6	4661
130	7	22	13	0	4
481	2	84	103	2	7
6602	30	968	1057	20	311
452	21	124	142	10	42
491	48	75	66	0	78
1459	115	264	215	16	161
9	0	0	0	0	0
425	2	26	2	5	159
116	1	24	33	0	3
3955	11	122	237	7	145
1153	6	31	9	1	67
5990	14	836	1116	1	79
7	0	0	0	0	0
76	0	2	1	0	0
164	0	30	22	0	0
1174	17	63	17	4	233
4585	1	382	389	2	30
895	4	97	121	13	35
1314	54	304	282	10	154
5657	37	1718	3237	39	445
1726	0	454	463	2	229
99	0	10	6	0	0
412	0	14	0	1	0
667	132	183	164	8	203
6073	64	685	626	63	423
3640	0	2348	2837	0	340
11326	167	2065	2525	157	2084
32	2	2	2	0	17
234	0	8	8	0	0
889	91	46	3	0	666
600	8	119	189	5	12
3818	71	527	864	14	1745
3902	8	228	184	6	105
4429	0	1488	1405	1	317
5387	481	942	570	5	5371
340	23	38	21	1	29
5522	64	1421	2678	14	606
193	10	23	8	0	16
1226	34	71	12	1	932
4066	100	3571	4565	102	361
725	15	386	779	1	144
4248	93	1048	1013	158	413
38	0	27	59	0	0
1223	7	454	684	2	109
1931	5	317	656	12	25
2706	0	204	302	4	81
3336	82	243	245	4	965
1162	66	184	88	3	125
1753	44	428	468	4	104
2783	1	1029	1372	19	4
4533	13	1454	955	25	136
26	0	5	0	0	0
47	2	4	2	0	10
65	7	3	2	0	6
4987	1	69	6	0	8
184611	248	7934	7049	89	51660
441	25	63	63	1	91
690	6	148	122	23	10
1644	12	113	101	1	124
404	10	85	49	2	12
695	3	185	9	0	4
11312	0	3378	1971	1	3886
84	0	16	0	0	0
12935	0	7125	9855	0	1185
102739	295	5904	3287	66	62750
1932	26	297	134	8	15
2786	1	308	479	2	2
